UF,feriados,feriado,nota,data,cidade_uf,lat,lon
RS,20/03/2025 - Feriado Municipal,Feriado Municipal,,2025-03-20,Itapuca - RS,-28.7802782,-52.1727517
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Itapuca - RS,-28.7802782,-52.1727517
RS,25/12/2025 - Natal,Natal,,2025-12-25,Jaboticaba - RS,-27.6311203,-53.2794089
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Jaboticaba - RS,-27.6311203,-53.2794089
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Jaboticaba - RS,-27.6311203,-53.2794089
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Jaboticaba - RS,-27.6311203,-53.2794089
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Jaboticaba - RS,-27.6311203,-53.2794089
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Jaboticaba - RS,-27.6311203,-53.2794089
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Jaboticaba - RS,-27.6311203,-53.2794089
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Jaboticaba - RS,-27.6311203,-53.2794089
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Jaboticaba - RS,-27.6311203,-53.2794089
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Jaboticaba - RS,-27.6311203,-53.2794089
RS,25/12/2025 - Natal,Natal,,2025-12-25,Ivoti - RS,-29.6175008,-51.1611892
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Ivoti - RS,-29.6175008,-51.1611892
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Ivoti - RS,-29.6175008,-51.1611892
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Ivoti - RS,-29.6175008,-51.1611892
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Ivoti - RS,-29.6175008,-51.1611892
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Ivoti - RS,-29.6175008,-51.1611892
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Ivoti - RS,-29.6175008,-51.1611892
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Ivoti - RS,-29.6175008,-51.1611892
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Ivoti - RS,-29.6175008,-51.1611892
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Ivoti - RS,-29.6175008,-51.1611892
RS,25/12/2025 - Natal,Natal,,2025-12-25,Itatiba do Sul - RS,-27.3859383,-52.4559831
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Itatiba do Sul - RS,-27.3859383,-52.4559831
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Itatiba do Sul - RS,-27.3859383,-52.4559831
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Itatiba do Sul - RS,-27.3859383,-52.4559831
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Itatiba do Sul - RS,-27.3859383,-52.4559831
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Itatiba do Sul - RS,-27.3859383,-52.4559831
RS,16/08/2025 - Feriado Municipal,Feriado Municipal,,2025-08-16,Itatiba do Sul - RS,-27.3859383,-52.4559831
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Itatiba do Sul - RS,-27.3859383,-52.4559831
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Itatiba do Sul - RS,-27.3859383,-52.4559831
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Itatiba do Sul - RS,-27.3859383,-52.4559831
RS,10/04/2025 - Feriado Municipal,Feriado Municipal,,2025-04-10,Itatiba do Sul - RS,-27.3859383,-52.4559831
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Itatiba do Sul - RS,-27.3859383,-52.4559831
RS,25/12/2025 - Natal,Natal,,2025-12-25,Itati - RS,-29.527894,-50.1072644
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Itati - RS,-29.527894,-50.1072644
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Itati - RS,-29.527894,-50.1072644
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Itati - RS,-29.527894,-50.1072644
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Itati - RS,-29.527894,-50.1072644
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Itati - RS,-29.527894,-50.1072644
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Itati - RS,-29.527894,-50.1072644
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Itati - RS,-29.527894,-50.1072644
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Itati - RS,-29.527894,-50.1072644
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Itati - RS,-29.527894,-50.1072644
RS,25/12/2025 - Natal,Natal,,2025-12-25,Itaqui - RS,-29.1218795,-56.5540072
RS,06/12/2025 - Feriado Municipal,Feriado Municipal,,2025-12-06,Itaqui - RS,-29.1218795,-56.5540072
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Itaqui - RS,-29.1218795,-56.5540072
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Itaqui - RS,-29.1218795,-56.5540072
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Itaqui - RS,-29.1218795,-56.5540072
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Itaqui - RS,-29.1218795,-56.5540072
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Itaqui - RS,-29.1218795,-56.5540072
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Itaqui - RS,-29.1218795,-56.5540072
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Itaqui - RS,-29.1218795,-56.5540072
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Itaqui - RS,-29.1218795,-56.5540072
RS,17/03/2025 - Feriado Municipal,Feriado Municipal,,2025-03-17,Itaqui - RS,-29.1218795,-56.5540072
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Itaqui - RS,-29.1218795,-56.5540072
RS,25/12/2025 - Natal,Natal,,2025-12-25,Hulha Negra - RS,-31.386557,-53.8519062
RS,29/11/2025 - Feriado Municipal,Feriado Municipal,,2025-11-29,Hulha Negra - RS,-31.386557,-53.8519062
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Hulha Negra - RS,-31.386557,-53.8519062
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Hulha Negra - RS,-31.386557,-53.8519062
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Hulha Negra - RS,-31.386557,-53.8519062
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Hulha Negra - RS,-31.386557,-53.8519062
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Hulha Negra - RS,-31.386557,-53.8519062
RS,23/07/2025 - Feriado Municipal,Feriado Municipal,,2025-07-23,Hulha Negra - RS,-31.386557,-53.8519062
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Hulha Negra - RS,-31.386557,-53.8519062
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Hulha Negra - RS,-31.386557,-53.8519062
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Hulha Negra - RS,-31.386557,-53.8519062
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Hulha Negra - RS,-31.386557,-53.8519062
RS,25/12/2025 - Natal,Natal,,2025-12-25,Horizontina - RS,-27.6085263,-54.3153438
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Horizontina - RS,-27.6085263,-54.3153438
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Horizontina - RS,-27.6085263,-54.3153438
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Horizontina - RS,-27.6085263,-54.3153438
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Horizontina - RS,-27.6085263,-54.3153438
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Horizontina - RS,-27.6085263,-54.3153438
RS,25/07/2025 - Feriado Municipal,Feriado Municipal,,2025-07-25,Horizontina - RS,-27.6085263,-54.3153438
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Horizontina - RS,-27.6085263,-54.3153438
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Horizontina - RS,-27.6085263,-54.3153438
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Horizontina - RS,-27.6085263,-54.3153438
RS,28/02/2025 - Feriado Municipal,Feriado Municipal,,2025-02-28,Horizontina - RS,-27.6085263,-54.3153438
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Horizontina - RS,-27.6085263,-54.3153438
RS,25/12/2025 - Natal,Natal,,2025-12-25,Canudos do Vale - RS,-29.3240418,-52.2348494
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Canudos do Vale - RS,-29.3240418,-52.2348494
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Canudos do Vale - RS,-29.3240418,-52.2348494
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Canudos do Vale - RS,-29.3240418,-52.2348494
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Canudos do Vale - RS,-29.3240418,-52.2348494
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Canudos do Vale - RS,-29.3240418,-52.2348494
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Canudos do Vale - RS,-29.3240418,-52.2348494
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Canudos do Vale - RS,-29.3240418,-52.2348494
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Canudos do Vale - RS,-29.3240418,-52.2348494
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Canudos do Vale - RS,-29.3240418,-52.2348494
RS,25/12/2025 - Natal,Natal,,2025-12-25,Canoas - RS,-29.9214771,-51.1888616
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Canoas - RS,-29.9214771,-51.1888616
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Canoas - RS,-29.9214771,-51.1888616
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Canoas - RS,-29.9214771,-51.1888616
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Canoas - RS,-29.9214771,-51.1888616
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Canoas - RS,-29.9214771,-51.1888616
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Canoas - RS,-29.9214771,-51.1888616
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Canoas - RS,-29.9214771,-51.1888616
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Canoas - RS,-29.9214771,-51.1888616
RS,02/02/2025 - Feriado Municipal,Feriado Municipal,,2025-02-02,Canoas - RS,-29.9214771,-51.1888616
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Canoas - RS,-29.9214771,-51.1888616
RS,25/12/2025 - Natal,Natal,,2025-12-25,Canela - RS,-29.3498688,-50.8105143
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Canela - RS,-29.3498688,-50.8105143
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Canela - RS,-29.3498688,-50.8105143
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Canela - RS,-29.3498688,-50.8105143
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Canela - RS,-29.3498688,-50.8105143
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Canela - RS,-29.3498688,-50.8105143
RS,26/05/2025 - Feriado Municipal,Feriado Municipal,,2025-05-26,Canela - RS,-29.3498688,-50.8105143
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Canela - RS,-29.3498688,-50.8105143
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Canela - RS,-29.3498688,-50.8105143
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Canela - RS,-29.3498688,-50.8105143
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Canela - RS,-29.3498688,-50.8105143
RS,25/12/2025 - Natal,Natal,,2025-12-25,Candiota - RS,-31.54686,-53.7122062
RS,08/12/2025 - Feriado Municipal,Feriado Municipal,,2025-12-08,Candiota - RS,-31.54686,-53.7122062
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Candiota - RS,-31.54686,-53.7122062
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Candiota - RS,-31.54686,-53.7122062
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Candiota - RS,-31.54686,-53.7122062
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Candiota - RS,-31.54686,-53.7122062
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Candiota - RS,-31.54686,-53.7122062
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Candiota - RS,-31.54686,-53.7122062
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Candiota - RS,-31.54686,-53.7122062
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Candiota - RS,-31.54686,-53.7122062
RS,24/03/2025 - Aniversário da cidade,Aniversário da cidade,,2025-03-24,Candiota - RS,-31.54686,-53.7122062
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Candiota - RS,-31.54686,-53.7122062
RS,25/12/2025 - Natal,Natal,,2025-12-25,Herveiras - RS,-29.4544867,-52.6529235
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Herveiras - RS,-29.4544867,-52.6529235
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Herveiras - RS,-29.4544867,-52.6529235
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Herveiras - RS,-29.4544867,-52.6529235
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Herveiras - RS,-29.4544867,-52.6529235
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Herveiras - RS,-29.4544867,-52.6529235
RS,24/05/2025 - Feriado Municipal,Feriado Municipal,,2025-05-24,Herveiras - RS,-29.4544867,-52.6529235
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Herveiras - RS,-29.4544867,-52.6529235
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Herveiras - RS,-29.4544867,-52.6529235
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Herveiras - RS,-29.4544867,-52.6529235
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Herveiras - RS,-29.4544867,-52.6529235
RS,25/12/2025 - Natal,Natal,,2025-12-25,Campos Borges - RS,-28.8803027,-52.9943859
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Campos Borges - RS,-28.8803027,-52.9943859
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Campos Borges - RS,-28.8803027,-52.9943859
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Campos Borges - RS,-28.8803027,-52.9943859
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Campos Borges - RS,-28.8803027,-52.9943859
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Campos Borges - RS,-28.8803027,-52.9943859
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Campos Borges - RS,-28.8803027,-52.9943859
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Campos Borges - RS,-28.8803027,-52.9943859
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Campos Borges - RS,-28.8803027,-52.9943859
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Campos Borges - RS,-28.8803027,-52.9943859
RS,25/12/2025 - Natal,Natal,,2025-12-25,Campo Novo - RS,-27.6792143,-53.8051654
RS,08/12/2025 - Feriado Municipal,Feriado Municipal,,2025-12-08,Campo Novo - RS,-27.6792143,-53.8051654
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Campo Novo - RS,-27.6792143,-53.8051654
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Campo Novo - RS,-27.6792143,-53.8051654
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Campo Novo - RS,-27.6792143,-53.8051654
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Campo Novo - RS,-27.6792143,-53.8051654
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Campo Novo - RS,-27.6792143,-53.8051654
RS,03/06/2025 - Feriado Municipal,Feriado Municipal,,2025-06-03,Campo Novo - RS,-27.6792143,-53.8051654
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Campo Novo - RS,-27.6792143,-53.8051654
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Campo Novo - RS,-27.6792143,-53.8051654
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Campo Novo - RS,-27.6792143,-53.8051654
RS,20/01/2025 - Feriado Municipal,Feriado Municipal,,2025-01-20,Campo Novo - RS,-27.6792143,-53.8051654
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Campo Novo - RS,-27.6792143,-53.8051654
RS,25/12/2025 - Natal,Natal,,2025-12-25,Campo Bom - RS,-29.676175,-51.0877849
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Campo Bom - RS,-29.676175,-51.0877849
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Campo Bom - RS,-29.676175,-51.0877849
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Campo Bom - RS,-29.676175,-51.0877849
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Campo Bom - RS,-29.676175,-51.0877849
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Campo Bom - RS,-29.676175,-51.0877849
RS,19/06/2025 - Corpus Christi,Corpus Christi,,2025-06-19,Campo Bom - RS,-29.676175,-51.0877849
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Campo Bom - RS,-29.676175,-51.0877849
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Campo Bom - RS,-29.676175,-51.0877849
RS,18/04/2025 - Sexta-Feria Santa,Sexta-Feria Santa,,2025-04-18,Campo Bom - RS,-29.676175,-51.0877849
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Campo Bom - RS,-29.676175,-51.0877849
RS,31/01/2025 - Aniversário da Cidade,Aniversário da Cidade,,2025-01-31,Campo Bom - RS,-29.676175,-51.0877849
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Campo Bom - RS,-29.676175,-51.0877849
RS,25/12/2025 - Natal,Natal,,2025-12-25,Lagoa Vermelha - RS,-28.2084595,-51.5279775
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Lagoa Vermelha - RS,-28.2084595,-51.5279775
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Lagoa Vermelha - RS,-28.2084595,-51.5279775
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Lagoa Vermelha - RS,-28.2084595,-51.5279775
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Lagoa Vermelha - RS,-28.2084595,-51.5279775
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Lagoa Vermelha - RS,-28.2084595,-51.5279775
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Lagoa Vermelha - RS,-28.2084595,-51.5279775
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Lagoa Vermelha - RS,-28.2084595,-51.5279775
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Lagoa Vermelha - RS,-28.2084595,-51.5279775
RS,25/01/2025 - Fundação do município,Fundação do município,,2025-01-25,Lagoa Vermelha - RS,-28.2084595,-51.5279775
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Lagoa Vermelha - RS,-28.2084595,-51.5279775
RS,25/12/2025 - Natal,Natal,,2025-12-25,Campestre da Serra - RS,-28.7966535,-51.0958149
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Campestre da Serra - RS,-28.7966535,-51.0958149
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Campestre da Serra - RS,-28.7966535,-51.0958149
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Campestre da Serra - RS,-28.7966535,-51.0958149
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Campestre da Serra - RS,-28.7966535,-51.0958149
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Campestre da Serra - RS,-28.7966535,-51.0958149
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Campestre da Serra - RS,-28.7966535,-51.0958149
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Campestre da Serra - RS,-28.7966535,-51.0958149
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Campestre da Serra - RS,-28.7966535,-51.0958149
RS,20/03/2025 - Feriado Municipal,Feriado Municipal,,2025-03-20,Campestre da Serra - RS,-28.7966535,-51.0958149
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Campestre da Serra - RS,-28.7966535,-51.0958149
RS,25/12/2025 - Natal,Natal,,2025-12-25,Capela de Santana - RS,-29.6926603,-51.3206659
RS,08/12/2025 - Feriado Municipal,Feriado Municipal,,2025-12-08,Capela de Santana - RS,-29.6926603,-51.3206659
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Capela de Santana - RS,-29.6926603,-51.3206659
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Capela de Santana - RS,-29.6926603,-51.3206659
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Capela de Santana - RS,-29.6926603,-51.3206659
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Capela de Santana - RS,-29.6926603,-51.3206659
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Capela de Santana - RS,-29.6926603,-51.3206659
RS,26/07/2025 - Feriado Municipal,Feriado Municipal,,2025-07-26,Capela de Santana - RS,-29.6926603,-51.3206659
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Capela de Santana - RS,-29.6926603,-51.3206659
